SrNo,JuzNo,SurahNo,AyahNo,EnglishTranslation,OrignalArabicText,ArabicText,ArabicWordCount,ArabicLetterCount
78,1,2,71,"He said: ""He says: A heifer not trained to till the soil or water the fields; sound and without blemish."" They said: ""Now hast thou brought the truth."" Then they offered her in sacrifice, but not with good-will.",????? ??????? ??????? ???????? ???????? ??? ??????? ??????? ????????? ????? ??????? ????????? ??????????? ??? ?????? ?????? ? ??????? ?????? ?????? ?????????? ? ???????????? ????? ??????? ???????????,??? ??? ???? ???? ???? ?? ???? ???? ????? ??? ???? ????? ????? ?? ??? ???? ? ????? ???? ??? ????? ? ??????? ??? ????? ??????,26,99
79,1,2,72,Remember ye slew a man and fell into a dispute among yourselves as to the crime: But Allah was to bring forth what ye did hide.,?????? ?????????? ??????? ??????????????? ?????? ? ????????? ???????? ??? ???????? ???????????,??? ????? ????? ???????? ???? ? ????? ???? ?? ???? ??????,11,47
80,1,2,73,"So We said: ""Strike the (body) with a piece of the (heifer)."" Thus Allah bringeth the dead to life and showeth you His Signs: Perchance ye may understand.",????????? ?????????? ??????????? ? ????????? ??????? ??????? ??????????? ??????????? ???????? ??????????? ???????????,????? ?????? ?????? ? ???? ???? ???? ?????? ?????? ????? ????? ??????,12,58
81,1,2,74,Thenceforth were your hearts hardened: They became like a rock and even worse in hardness. For among rocks there are some from which rivers gush forth; others there are which when split asunder send forth water; and others which sink for fear of Allah. And Allah is not unmindful of what ye do.,????? ?????? ??????????? ???? ?????? ??????? ?????? ?????????????? ???? ??????? ???????? ? ??????? ???? ???????????? ????? ??????????? ?????? ???????????? ? ??????? ??????? ????? ?????????? ?????????? ?????? ???????? ? ??????? ??????? ????? ???????? ???? ???????? ??????? ? ????? ??????? ????????? ?????? ???????????,?? ??? ?????? ?? ??? ??? ??? ???????? ?? ??? ????? ? ??? ?? ??????? ??? ????? ??? ??????? ? ??? ???? ??? ???? ????? ??? ????? ? ??? ???? ??? ???? ?? ???? ???? ? ??? ???? ?????? ??? ??????,41,147
82,1,2,75,"Can ye (o ye men of Faith) entertain the hope that they will believe in you?- Seeing that a party of them heard the Word of Allah, and perverted it knowingly after they understood it.",??????????????? ???? ?????????? ?????? ?????? ????? ??????? ???????? ??????????? ??????? ??????? ????? ?????????????? ???? ?????? ??? ????????? ?????? ???????????,???????? ?? ?????? ??? ??? ??? ???? ???? ?????? ???? ???? ?? ??????? ?? ??? ?? ????? ??? ??????,19,77
83,1,2,76,"Behold! when they meet the men of Faith, they say: ""We believe"": But when they meet each other in private, they say: ""Shall you tell them what Allah hath revealed to you, that they may engage you in argument about it before your Lord?""- Do ye not understand (their aim)?",??????? ?????? ????????? ??????? ??????? ??????? ??????? ????? ?????????? ?????? ?????? ??????? ?????????????????? ????? ?????? ??????? ?????????? ??????????????? ???? ?????? ????????? ? ??????? ???????????,???? ???? ????? ????? ????? ???? ???? ??? ????? ??? ???? ????? ????????? ??? ??? ???? ????? ???????? ?? ??? ???? ? ???? ??????,24,103
84,1,2,77,Know they not that Allah knoweth what they conceal and what they reveal?,??????? ??????????? ????? ??????? ???????? ??? ?????????? ????? ???????????,???? ?????? ?? ???? ???? ?? ????? ??? ??????,9,36
85,1,2,78,"And there are among them illiterates, who know not the Book, but (see therein their own) desires, and they do nothing but conjecture.",?????????? ??????????? ??? ??????????? ?????????? ?????? ?????????? ?????? ???? ?????? ??????????,????? ????? ?? ?????? ?????? ??? ????? ??? ?? ??? ?????,11,45
86,1,2,79,"Then woe to those who write the Book with their own hands, and then say:""This is from Allah,"" to traffic with it for miserable price!- Woe to them for what their hands do write, and for the gain they make thereby.",???????? ?????????? ??????????? ?????????? ????????????? ????? ?????????? ?????? ???? ?????? ??????? ???????????? ???? ??????? ???????? ? ???????? ?????? ?????? ???????? ??????????? ???????? ?????? ?????? ???????????,???? ????? ?????? ?????? ??????? ?? ?????? ??? ?? ??? ???? ??????? ?? ????? ?????? ? ???? ??? ??? ???? ?????? ???? ??? ??? ??????,25,105
87,1,2,80,"And they say: ""The Fire shall not touch us but for a few numbered days:"" Say: ""Have ye taken a promise from Allah, for He never breaks His promise? or is it that ye say of Allah what ye do not know?""",????????? ???? ?????????? ???????? ?????? ????????? ??????????? ? ???? ????????????? ?????? ??????? ??????? ?????? ???????? ??????? ???????? ? ???? ?????????? ????? ??????? ??? ??? ???????????,?????? ?? ????? ????? ??? ?????? ??????? ? ?? ?????? ??? ???? ????? ??? ???? ???? ???? ? ?? ?????? ??? ???? ?? ?? ??????,25,96
88,1,2,81,"Nay, those who seek gain in evil, and are girt round by their sins,- they are companions of the Fire: Therein shall they abide (For ever).",?????? ???? ?????? ????????? ??????????? ???? ??????????? ???????????? ????????? ???????? ? ???? ?????? ??????????,??? ?? ??? ????? ?????? ?? ?????? ?????? ????? ????? ? ?? ???? ??????,14,56
89,1,2,82,"But those who have faith and work righteousness, they are companions of the Garden: Therein shall they abide (For ever).",??????????? ??????? ?????????? ????????????? ?????????? ????????? ?????????? ? ???? ?????? ??????????,?????? ????? ?????? ???????? ????? ????? ????? ? ?? ???? ??????,11,53
90,1,2,83,"And remember We took a covenant from the Children of Israel (to this effect): Worship none but Allah; treat with kindness your parents and kindred, and orphans and those in need; speak fair to the people; be steadfast in prayer; and practise regular charity. Then did ye turn back, except a few among you, and ye backslide (even now).",?????? ????????? ???????? ????? ???????????? ??? ??????????? ?????? ??????? ?????????????????? ?????????? ????? ??????????? ?????????????? ??????????????? ????????? ????????? ??????? ??????????? ?????????? ??????? ?????????? ????? ????????????? ?????? ???????? ???????? ?????????? ???????????,??? ????? ????? ??? ??????? ?? ?????? ??? ???? ?????????? ??????? ??? ?????? ???????? ????????? ?????? ????? ????? ??????? ?????? ????? ?????? ?? ?????? ??? ?????? ???? ????? ??????,29,153
91,1,2,84,"And remember We took your covenant (to this effect): Shed no blood amongst you, nor turn out your own people from your homes: and this ye solemnly ratified, and to this ye can bear witness.",?????? ????????? ???????????? ??? ??????????? ??????????? ????? ??????????? ???????????? ???? ??????????? ????? ???????????? ?????????? ???????????,??? ????? ??????? ?? ?????? ?????? ??? ?????? ?????? ?? ?????? ?? ?????? ????? ??????,15,71
92,1,2,85,"After this it is ye, the same people, who slay among yourselves, and banish a party of you from their homes; assist (Their enemies) against them, in guilt and rancour; and if they come to you as captives, ye ransom them, though it was not lawful for you to banish them. Then is it only a part of the Book that ye believe in, and do ye reject the rest? but what is the reward for those among you who behave like this but disgrace in this life?- and on the Day of Judgment they shall be consigned to the most grievous penalty. For Allah is not unmindful of what ye do.",????? ???????? ?????????? ??????????? ???????????? ????????????? ???????? ???????? ???? ??????????? ???????????? ?????????? ??????????? ?????????????? ?????? ??????????? ????????? ???????????? ?????? ????????? ?????????? ????????????? ? ??????????????? ???????? ?????????? ????????????? ???????? ? ????? ??????? ???? ???????? ??????? ???????? ?????? ?????? ??? ?????????? ?????????? ? ???????? ???????????? ?????????? ?????? ??????? ?????????? ? ????? ??????? ????????? ?????? ???????????,?? ???? ????? ?????? ?????? ??????? ?????? ???? ?? ?????? ??????? ????? ?????? ???????? ??? ?????? ????? ??????? ??? ???? ????? ??????? ? ???????? ???? ?????? ??????? ????? ? ??? ???? ?? ???? ??? ???? ??? ??? ?? ?????? ?????? ? ???? ??????? ????? ??? ??? ?????? ? ??? ???? ?????? ??? ??????,53,238
93,1,2,86,These are the people who buy the life of this world at the price of the Hereafter: their penalty shall not be lightened nor shall they be helped.,?????????? ????????? ?????????? ?????????? ?????????? ???????????? ? ????? ????????? ???????? ?????????? ????? ???? ???????????,????? ????? ?????? ?????? ?????? ??????? ? ??? ???? ???? ?????? ??? ?? ??????,14,64
94,1,2,87,"We gave Moses the Book and followed him up with a succession of messengers; We gave Jesus the son of Mary Clear (Signs) and strengthened him with the holy spirit. Is it that whenever there comes to you a messenger with what ye yourselves desire not, ye are puffed up with pride?- Some ye called impostors, and others ye slay!",???????? ???????? ?????? ?????????? ???????????? ???? ???????? ??????????? ? ?????????? ?????? ????? ???????? ????????????? ?????????????? ??????? ????????? ? ???????????? ????????? ??????? ????? ??? ???????? ???????????? ??????????????? ?????????? ??????????? ?????????? ???????????,???? ????? ???? ?????? ?????? ?? ???? ?????? ? ?????? ???? ??? ???? ??????? ??????? ???? ????? ? ?????? ????? ???? ??? ?? ???? ?????? ???????? ??????? ????? ??????? ??????,30,142
95,1,2,88,"They say, ""Our hearts are the wrappings (which preserve Allah's Word: we need no more)."" Nay, Allah's curse is on them for their blasphemy: Little is it they believe.",????????? ?????????? ?????? ? ???? ?????????? ??????? ???????????? ?????????? ??? ???????????,?????? ?????? ??? ? ?? ????? ???? ?????? ??????? ?? ??????,11,48
96,1,2,89,"And when there comes to them a Book from Allah, confirming what is with them,- although from of old they had prayed for victory against those without Faith,- when there comes to them that which they (should) have recognised, they refuse to believe in it but the curse of Allah is on those without Faith.",???????? ????????? ??????? ???? ?????? ??????? ????????? ????? ???????? ????????? ???? ?????? ??????????????? ????? ????????? ???????? ???????? ????????? ??? ???????? ???????? ???? ? ?????????? ??????? ????? ?????????????,???? ????? ???? ?? ??? ???? ???? ??? ???? ?????? ?? ??? ???????? ??? ????? ????? ???? ????? ?? ????? ????? ?? ? ????? ???? ??? ????????,27,109
97,1,2,90,"Miserable is the price for which they have sold their souls, in that they deny (the revelation) which Allah has sent down, in insolent envy that Allah of His Grace should send it to any of His servants He pleases: Thus have they drawn on themselves Wrath upon Wrath. And humiliating is the punishment of those who reject Faith.",????????? ?????????? ???? ???????????? ???? ?????????? ????? ???????? ??????? ??????? ???? ????????? ??????? ???? ???????? ?????? ???? ??????? ???? ????????? ? ????????? ???????? ?????? ?????? ? ???????????????? ??????? ???????,????? ?????? ?? ?????? ?? ?????? ??? ???? ???? ????? ?? ???? ???? ?? ???? ??? ?? ???? ?? ????? ? ?????? ????? ??? ???? ? ????????? ???? ????,29,112
98,1,2,91,"When it is said to them, ""Believe in what Allah Hath sent down, ""they say, ""We believe in what was sent down to us:"" yet they reject all besides, even if it be Truth confirming what is with them. Say: ""Why then have ye slain the prophets of Allah in times gone by, if ye did indeed believe?""",??????? ????? ?????? ??????? ????? ???????? ??????? ??????? ???????? ????? ???????? ????????? ????????????? ????? ????????? ?????? ???????? ?????????? ????? ???????? ? ???? ?????? ??????????? ??????????? ??????? ???? ?????? ???? ???????? ???????????,???? ??? ??? ????? ??? ???? ???? ????? ???? ??? ???? ????? ??????? ??? ????? ??? ???? ?????? ??? ???? ? ?? ??? ?????? ?????? ???? ?? ??? ?? ???? ??????,31,121
99,1,2,92,"There came to you Moses with clear (Signs); yet ye worshipped the calf (Even) after that, and ye did behave wrongfully.",???????? ????????? ??????? ??????????????? ????? ???????????? ????????? ???? ???????? ?????????? ??????????,???? ????? ???? ???????? ?? ?????? ????? ?? ???? ????? ??????,11,51
100,1,2,93,"And remember We took your covenant and We raised above you (the towering height) of Mount (Sinai): (Saying): ""Hold firmly to what We have given you, and hearken (to the Law)"": They said:"" We hear, and we disobey:"" And they had to drink into their hearts (of the taint) of the calf because of their Faithlessness. Say: ""Vile indeed are the behests of your Faith if ye have any faith!""",?????? ????????? ???????????? ??????????? ?????????? ???????? ?????? ??? ???????????? ????????? ??????????? ? ??????? ????????? ??????????? ???????????? ??? ??????????? ????????? ???????????? ? ???? ????????? ???????????? ???? ???????????? ???? ???????? ???????????,??? ????? ??????? ?????? ????? ????? ???? ?? ??????? ????? ??????? ? ????? ????? ?????? ??????? ?? ?????? ????? ?????? ? ?? ????? ?????? ?? ??????? ?? ???? ??????,29,134
101,1,2,94,"Say: ""If the last Home, with Allah, be for you specially, and not for anyone else, then seek ye for death, if ye are sincere.""",???? ???? ??????? ?????? ???????? ?????????? ?????? ??????? ????????? ???? ????? ???????? ???????????? ????????? ???? ???????? ??????????,?? ?? ???? ??? ????? ?????? ??? ???? ?????? ?? ??? ????? ?????? ????? ?? ???? ??????,17,68
102,1,2,95,"But they will never seek for death, on account of the (sins) which their hands have sent on before them. and Allah is well-acquainted with the wrong-doers.",?????? ????????????? ??????? ????? ????????? ??????????? ? ????????? ??????? ???????????????,??? ?????? ????? ??? ???? ?????? ? ????? ???? ?????????,10,46
103,1,2,96,"Thou wilt indeed find them, of all people, most greedy of life,-even more than the idolaters: Each one of them wishes He could be given a life of a thousand years: But the grant of such life will not save him from (due) punishment. For Allah sees well all that they do.",????????????????? ???????? ???????? ?????? ??????? ?????? ????????? ?????????? ? ??????? ?????????? ???? ????????? ?????? ?????? ????? ???? ?????????????? ???? ?????????? ???? ????????? ? ????????? ??????? ????? ???????????,???????? ???? ????? ??? ????? ??? ????? ?????? ? ??? ????? ?? ???? ??? ???? ??? ?? ??????? ?? ?????? ?? ???? ? ????? ???? ??? ??????,27,106
104,1,2,97,"Say: Whoever is an enemy to Gabriel-for he brings down the (revelation) to thy heart by Allah's will, a confirmation of what went before, and guidance and glad tidings for those who believe,-",???? ???? ????? ???????? ??????????? ????????? ????????? ?????? ???????? ???????? ??????? ?????????? ????? ?????? ???????? ??????? ?????????? ???????????????,?? ?? ??? ???? ?????? ???? ???? ??? ???? ???? ???? ?????? ??? ??? ???? ????? ????? ????????,18,74
105,1,2,98,"Whoever is an enemy to Allah and His angels and messengers, to Gabriel and Michael,- Lo! Allah is an enemy to those who reject Faith.",???? ????? ???????? ??????? ??????????????? ?????????? ??????????? ?????????? ??????? ??????? ??????? ??????????????,?? ??? ???? ??? ???????? ????? ?????? ?????? ??? ???? ??? ????????,12,55
